id,date,TotalCount,nCluster
2.37042048E8,2.0,12.0,4.0
2.37602816E8,1.0,4.0,4.0
2.39868544E8,2.0,8.0,4.0
2.40432384E8,1.0,8.0,4.0
2.449004E8,1.0,2.0,4.0
2.482352E8,1.0,2.0,4.0
2.49852672E8,1.0,4.0,4.0
2.49958112E8,1.0,2.0,4.0
2.52124912E8,1.0,2.0,4.0
2.53355888E8,1.0,4.0,4.0
2.5397144E8,1.0,2.0,4.0
2.55252224E8,1.0,12.0,4.0
2.55436976E8,1.0,2.0,4.0
2.57124E8,1.0,8.0,4.0
2.58389456E8,1.0,4.0,4.0
2.58620176E8,1.0,12.0,4.0
2.58989984E8,1.0,20.0,4.0
2.599184E8,1.0,2.0,4.0
2.60075664E8,1.0,4.0,4.0
2.6104376E8,1.0,8.0,4.0
2.63164352E8,1.0,2.0,4.0
2.63265712E8,2.0,28.0,4.0
2.64565056E8,1.0,2.0,4.0
2.6486112E8,1.0,4.0,4.0
2.64934288E8,1.0,2.0,4.0
2.65136432E8,1.0,2.0,4.0
2.65751504E8,1.0,6.0,4.0
2.66349776E8,1.0,2.0,4.0
2.66415824E8,1.0,16.0,4.0
2.74028544E8,1.0,2.0,4.0
2.74157056E8,1.0,16.0,4.0
2.74181536E8,2.0,8.0,4.0
2.74347392E8,1.0,8.0,4.0
2.74549888E8,1.0,6.0,4.0
2.74734592E8,1.0,2.0,4.0
2.75273376E8,1.0,2.0,4.0
2.78419552E8,1.0,24.0,4.0
2.79900768E8,1.0,24.0,4.0
2.81693056E8,1.0,2.0,4.0
2.81983776E8,1.0,28.0,4.0
2.82807808E8,1.0,2.0,4.0
2.83249632E8,1.0,12.0,4.0
2.84457568E8,1.0,2.0,4.0
2.93580192E8,2.0,4.0,4.0
2.93608448E8,1.0,4.0,4.0
2.95421696E8,1.0,12.0,4.0
2.99625664E8,1.0,12.0,4.0
3.003688E8,1.0,4.0,4.0
3.0040192E8,2.0,12.0,4.0
3.015408E8,1.0,4.0,4.0
3.01607264E8,1.0,2.0,4.0
3.02177024E8,1.0,6.0,4.0
3.05025312E8,1.0,4.0,4.0
3.06343808E8,1.0,8.0,4.0
3.0867456E8,1.0,8.0,4.0
3.0914832E8,1.0,4.0,4.0
3.1056496E8,1.0,2.0,4.0
3.14173504E8,1.0,2.0,4.0
3.14547008E8,1.0,24.0,4.0
3.16578272E8,2.0,4.0,4.0
3.2735088E8,1.0,8.0,4.0
3.28255488E8,2.0,12.0,4.0
3.3226688E8,1.0,2.0,4.0
3.32774752E8,1.0,2.0,4.0
3.32927904E8,1.0,2.0,4.0
3.330248E8,1.0,12.0,4.0
3.33048768E8,1.0,2.0,4.0
3.33749376E8,1.0,2.0,4.0
3.34455712E8,1.0,4.0,4.0
3.3779984E8,1.0,2.0,4.0
3.3829984E8,1.0,10.0,4.0
3.38571744E8,2.0,14.0,4.0
3.41405664E8,1.0,2.0,4.0
3.41708704E8,1.0,4.0,4.0
3.43560352E8,1.0,6.0,4.0
3.46811712E8,1.0,4.0,4.0
3.47256864E8,1.0,6.0,4.0
3.5080752E8,1.0,8.0,4.0
3.5128976E8,1.0,4.0,4.0
3.562192E8,1.0,2.0,4.0
3.56384064E8,1.0,4.0,4.0
3.60598272E8,1.0,6.0,4.0
3.60757216E8,1.0,20.0,4.0
3.61217824E8,1.0,2.0,4.0
3.61488736E8,1.0,8.0,4.0
3.6182416E8,1.0,2.0,4.0
3.63713856E8,1.0,2.0,4.0
3.6380896E8,1.0,2.0,4.0
3.68048288E8,2.0,6.0,4.0
3.69051104E8,1.0,4.0,4.0
3.7000224E8,1.0,2.0,4.0
3.754344E8,1.0,6.0,4.0
3.77884544E8,1.0,2.0,4.0
3.82901536E8,1.0,6.0,4.0
3.87302528E8,1.0,2.0,4.0
3.90876352E8,1.0,10.0,4.0
3.94398944E8,1.0,2.0,4.0
4.00718368E8,1.0,12.0,4.0
4.01409888E8,3.0,24.0,4.0
4.02812288E8,1.0,4.0,4.0
4.03425248E8,1.0,2.0,4.0
4.05272224E8,1.0,2.0,4.0
4.07230784E8,1.0,24.0,4.0
4.08072128E8,1.0,4.0,4.0
4.08935872E8,1.0,2.0,4.0
4.10922944E8,1.0,2.0,4.0
4.19887584E8,1.0,4.0,4.0
4.22082976E8,1.0,2.0,4.0
4.22561632E8,1.0,4.0,4.0
4.25339936E8,1.0,2.0,4.0
4.27310688E8,1.0,2.0,4.0
4.28569472E8,1.0,4.0,4.0
4.2880672E8,2.0,28.0,4.0
4.29560064E8,1.0,2.0,4.0
4.30102944E8,1.0,2.0,4.0
4.32398848E8,1.0,2.0,4.0
4.36989984E8,1.0,4.0,4.0
4.37061536E8,1.0,2.0,4.0
4.37472352E8,1.0,14.0,4.0
4.38874848E8,1.0,12.0,4.0
4.42644032E8,1.0,2.0,4.0
4.44372064E8,1.0,2.0,4.0
4.50743424E8,1.0,2.0,4.0
4.51661664E8,1.0,4.0,4.0
4.53092E8,1.0,6.0,4.0
4.53178336E8,1.0,4.0,4.0
4.5385104E8,1.0,2.0,4.0
4.55076896E8,1.0,12.0,4.0
4.69394208E8,2.0,2.0,4.0
4.73129088E8,1.0,12.0,4.0
4.81308192E8,1.0,8.0,4.0
4.8655616E8,1.0,2.0,4.0
4.87337088E8,1.0,6.0,4.0
4.88506432E8,1.0,2.0,4.0
4.89736864E8,1.0,6.0,4.0
4.93589696E8,1.0,2.0,4.0
5.04136448E8,1.0,4.0,4.0
5.07877792E8,1.0,2.0,4.0
5.08170912E8,1.0,8.0,4.0
5.13913152E8,1.0,2.0,4.0
5.15898784E8,1.0,16.0,4.0
5.1720144E8,1.0,2.0,4.0
5.25365984E8,1.0,2.0,4.0
5.25470624E8,1.0,2.0,4.0
5.25844416E8,1.0,2.0,4.0
5.28887104E8,1.0,4.0,4.0
5.29597344E8,1.0,4.0,4.0
5.3829888E8,2.0,16.0,4.0
5.3840064E8,1.0,14.0,4.0
5.396265E8,2.0,12.0,4.0
5.4317946E8,1.0,2.0,4.0
5.4692602E8,1.0,4.0,4.0
5.4813382E8,1.0,2.0,4.0
5.4866227E8,2.0,12.0,4.0
5.5194886E8,1.0,4.0,4.0
5.6069702E8,2.0,8.0,4.0
5.6109466E8,1.0,2.0,4.0
5.6411155E8,1.0,2.0,4.0
5.6495731E8,1.0,4.0,4.0
5.6580134E8,1.0,4.0,4.0
5.6819501E8,1.0,12.0,4.0
5.7108026E8,1.0,30.0,4.0
5.7182144E8,2.0,24.0,4.0
5.7269171E8,1.0,4.0,4.0
5.7359814E8,2.0,8.0,4.0
5.7440538E8,1.0,12.0,4.0
5.7912115E8,1.0,4.0,4.0
5.8077331E8,1.0,6.0,4.0
5.8658074E8,2.0,8.0,4.0
5.868537E8,1.0,4.0,4.0
5.887383E8,1.0,16.0,4.0
5.9038778E8,1.0,4.0,4.0
5.989792E8,1.0,4.0,4.0
6.0488346E8,2.0,16.0,4.0
6.0515622E8,1.0,2.0,4.0
6.0676544E8,1.0,12.0,4.0
6.1071981E8,1.0,4.0,4.0
6.1076307E8,1.0,4.0,4.0
6.1181709E8,1.0,6.0,4.0
6.2035059E8,1.0,12.0,4.0
6.2097856E8,1.0,2.0,4.0
6.2145587E8,1.0,4.0,4.0
6.2653382E8,1.0,24.0,4.0
6.2667085E8,1.0,2.0,4.0
6.2673101E8,1.0,10.0,4.0
6.337065E8,1.0,2.0,4.0
6.363808E8,1.0,4.0,4.0
7.0521267E8,1.0,6.0,4.0
7.0692154E8,1.0,2.0,4.0
7.230345E8,1.0,4.0,4.0
7.383223E8,1.0,8.0,4.0
7.4857658E8,1.0,12.0,4.0
7.5335898E8,1.0,4.0,4.0
7.5366125E8,1.0,4.0,4.0
7.5962266E8,1.0,12.0,4.0
7.6455699E8,1.0,4.0,4.0
7.7013306E8,1.0,24.0,4.0
7.710089E8,1.0,4.0,4.0
7.7909542E8,1.0,2.0,4.0
7.9487034E8,1.0,2.0,4.0
8.0523059E8,1.0,8.0,4.0
8.1269709E8,1.0,2.0,4.0
8.166953E8,1.0,2.0,4.0
8.2056941E8,2.0,4.0,4.0
8.2252243E8,1.0,4.0,4.0
8.2302054E8,1.0,16.0,4.0
8.266313E8,1.0,8.0,4.0
8.4454112E8,2.0,6.0,4.0
8.4641645E8,1.0,12.0,4.0
8.5216314E8,1.0,8.0,4.0
8.5460685E8,1.0,2.0,4.0
8.6437722E8,1.0,4.0,4.0
8.7906048E8,1.0,2.0,4.0
8.8997818E8,2.0,8.0,4.0
8.9425517E8,1.0,2.0,4.0
8.9592934E8,1.0,4.0,4.0
8.9632154E8,1.0,6.0,4.0
9.0865619E8,1.0,2.0,4.0
9.1096838E8,1.0,4.0,4.0
9.1442797E8,1.0,4.0,4.0
9.2146387E8,1.0,4.0,4.0
9.2771392E8,2.0,12.0,4.0
9.3363168E8,1.0,12.0,4.0
9.4556083E8,1.0,4.0,4.0
9.4694822E8,1.0,12.0,4.0
9.4876275E8,1.0,8.0,4.0
9.5543302E8,1.0,16.0,4.0
9.726345E8,1.0,4.0,4.0
9.7504672E8,1.0,2.0,4.0
9.8503021E8,1.0,2.0,4.0
9.9588288E8,1.0,4.0,4.0
1.01590829E9,1.0,2.0,4.0
1.02303578E9,1.0,8.0,4.0
1.03795174E9,1.0,2.0,4.0
1.03937568E9,1.0,4.0,4.0
1.04796448E9,1.0,6.0,4.0
1.04904134E9,1.0,6.0,4.0
1.05280461E9,1.0,8.0,4.0
1.05493939E9,1.0,2.0,4.0
1.06643578E9,1.0,2.0,4.0
1.06977126E9,1.0,2.0,4.0
1.08072602E9,1.0,6.0,4.0
1.10754624E9,1.0,8.0,4.0
1.16232474E9,1.0,4.0,4.0
1.16695693E9,1.0,4.0,4.0
1.19648E9,1.0,2.0,4.0
1.19818304E9,1.0,2.0,4.0
1.20362982E9,1.0,24.0,4.0
1.25814682E9,1.0,14.0,4.0
1.27007104E9,1.0,2.0,4.0
1.27649613E9,1.0,2.0,4.0
1.28136909E9,1.0,4.0,4.0
1.28310131E9,1.0,2.0,4.0
1.28435738E9,1.0,12.0,4.0
1.28988006E9,1.0,2.0,4.0
1.30689229E9,1.0,2.0,4.0
1.32443251E9,3.0,6.0,4.0
1.32488589E9,1.0,24.0,4.0
1.3367465E9,1.0,2.0,4.0
1.34147955E9,1.0,2.0,4.0
1.35325056E9,1.0,2.0,4.0
1.3532599E9,1.0,20.0,4.0
1.35657126E9,1.0,8.0,4.0
1.37058662E9,1.0,6.0,4.0
1.37762394E9,1.0,12.0,4.0
1.38944678E9,1.0,4.0,4.0
1.4193673E9,2.0,32.0,4.0
1.42644851E9,1.0,2.0,4.0
1.42771187E9,1.0,4.0,4.0
1.43941581E9,1.0,4.0,4.0
1.44237658E9,1.0,2.0,4.0
1.44366285E9,1.0,16.0,4.0
1.44688576E9,1.0,2.0,4.0
1.4601079E9,1.0,4.0,4.0
1.4702665E9,1.0,4.0,4.0
1.47570765E9,1.0,2.0,4.0
1.48046426E9,2.0,16.0,4.0
1.48987571E9,1.0,2.0,4.0
1.49120358E9,1.0,6.0,4.0
1.49790477E9,1.0,24.0,4.0
1.4981504E9,1.0,4.0,4.0
1.49834432E9,1.0,4.0,4.0
1.50919834E9,1.0,12.0,4.0
1.52253658E9,1.0,2.0,4.0
1.53752E9,1.0,8.0,4.0
1.53850112E9,1.0,2.0,4.0
1.54652134E9,1.0,24.0,4.0
1.56178355E9,1.0,2.0,4.0
1.57890842E9,1.0,12.0,4.0
1.582448E9,1.0,2.0,4.0
1.59081536E9,1.0,4.0,4.0
1.60136102E9,1.0,2.0,4.0
1.60522355E9,1.0,4.0,4.0
1.6184329E9,3.0,24.0,4.0
1.63703872E9,1.0,4.0,4.0
1.64249946E9,1.0,4.0,4.0
1.65019174E9,1.0,8.0,4.0
1.65279078E9,1.0,2.0,4.0
1.657936E9,1.0,12.0,4.0
1.65845811E9,1.0,14.0,4.0
1.66800269E9,1.0,4.0,4.0
1.66815066E9,2.0,4.0,4.0
1.67660058E9,1.0,2.0,4.0
1.67963699E9,2.0,6.0,4.0
1.6836041E9,1.0,6.0,4.0
1.687712E9,1.0,8.0,4.0
1.69101709E9,1.0,6.0,4.0
1.88007091E9,1.0,4.0,4.0
1.8844809E9,1.0,2.0,4.0
1.8881047E9,1.0,2.0,4.0
1.89784166E9,1.0,2.0,4.0
1.95251008E9,1.0,2.0,4.0
1.95712026E9,1.0,4.0,4.0
1.96852787E9,1.0,8.0,4.0
1.97892557E9,1.0,16.0,4.0
2.14748365E9,1.0,4.0,4.0
2.14748365E9,1.0,2.0,4.0
2.14748365E9,1.0,8.0,4.0
2.14748365E9,1.0,6.0,4.0
2.14748365E9,1.0,28.0,4.0
2.14748365E9,1.0,12.0,4.0
2.14748365E9,1.0,16.0,4.0
2.14748365E9,1.0,20.0,4.0
2.14748365E9,1.0,32.0,4.0
2.14748365E9,1.0,24.0,4.0
2.14748365E9,1.0,30.0,4.0
2.14748365E9,1.0,14.0,4.0
2.14748365E9,1.0,10.0,4.0
2.14748365E9,1.0,18.0,4.0
2.14748365E9,1.0,26.0,4.0
2.14748365E9,2.0,4.0,4.0
2.14748365E9,2.0,2.0,4.0
2.14748365E9,2.0,8.0,4.0
2.14748365E9,2.0,6.0,4.0
2.14748365E9,2.0,28.0,4.0
2.14748365E9,2.0,12.0,4.0
2.14748365E9,2.0,16.0,4.0
2.14748365E9,2.0,20.0,4.0
2.14748365E9,2.0,32.0,4.0
2.14748365E9,2.0,24.0,4.0
2.14748365E9,2.0,30.0,4.0
2.14748365E9,2.0,14.0,4.0
2.14748365E9,2.0,10.0,4.0
2.14748365E9,2.0,18.0,4.0
2.14748365E9,2.0,26.0,4.0
2.14748365E9,3.0,4.0,4.0
2.14748365E9,3.0,2.0,4.0
2.14748365E9,3.0,8.0,4.0
2.14748365E9,3.0,6.0,4.0
2.14748365E9,3.0,28.0,4.0
2.14748365E9,3.0,12.0,4.0
2.14748365E9,3.0,16.0,4.0
2.14748365E9,3.0,20.0,4.0
2.14748365E9,3.0,32.0,4.0
2.14748365E9,3.0,24.0,4.0
2.14748365E9,3.0,30.0,4.0
2.14748365E9,3.0,14.0,4.0
2.14748365E9,3.0,10.0,4.0
2.14748365E9,3.0,18.0,4.0
2.14748365E9,3.0,26.0,4.0
2.14748365E9,6.0,4.0,4.0
2.14748365E9,6.0,2.0,4.0
2.14748365E9,6.0,8.0,4.0
2.14748365E9,6.0,6.0,4.0
2.14748365E9,6.0,28.0,4.0
2.14748365E9,6.0,12.0,4.0
2.14748365E9,6.0,16.0,4.0
2.14748365E9,6.0,20.0,4.0
2.14748365E9,6.0,32.0,4.0
2.14748365E9,6.0,24.0,4.0
2.14748365E9,6.0,30.0,4.0
2.14748365E9,6.0,14.0,4.0
2.14748365E9,6.0,10.0,4.0
2.14748365E9,6.0,18.0,4.0
2.14748365E9,6.0,26.0,4.0
2.14748365E9,5.0,4.0,4.0
2.14748365E9,5.0,2.0,4.0
2.14748365E9,5.0,8.0,4.0
2.14748365E9,5.0,6.0,4.0
2.14748365E9,5.0,28.0,4.0
2.14748365E9,5.0,12.0,4.0
2.14748365E9,5.0,16.0,4.0
2.14748365E9,5.0,20.0,4.0
2.14748365E9,5.0,32.0,4.0
2.14748365E9,5.0,24.0,4.0
2.14748365E9,5.0,30.0,4.0
2.14748365E9,5.0,14.0,4.0
2.14748365E9,5.0,10.0,4.0
2.14748365E9,5.0,18.0,4.0
2.14748365E9,5.0,26.0,4.0
2.14748365E9,4.0,4.0,4.0
2.14748365E9,4.0,2.0,4.0
2.14748365E9,4.0,8.0,4.0
2.14748365E9,4.0,6.0,4.0
2.14748365E9,4.0,28.0,4.0
2.14748365E9,4.0,12.0,4.0
2.14748365E9,4.0,16.0,4.0
2.14748365E9,4.0,20.0,4.0
2.14748365E9,4.0,32.0,4.0
2.14748365E9,4.0,24.0,4.0
2.14748365E9,4.0,30.0,4.0
2.14748365E9,4.0,14.0,4.0
2.14748365E9,4.0,10.0,4.0
2.14748365E9,4.0,18.0,4.0
2.14748365E9,4.0,26.0,4.0
2.14748365E9,8.0,4.0,4.0
2.14748365E9,8.0,2.0,4.0
2.14748365E9,8.0,8.0,4.0
2.14748365E9,8.0,6.0,4.0
2.14748365E9,8.0,28.0,4.0
2.14748365E9,8.0,12.0,4.0
2.14748365E9,8.0,16.0,4.0
2.14748365E9,8.0,20.0,4.0
2.14748365E9,8.0,32.0,4.0
2.14748365E9,8.0,24.0,4.0
