user_id,days,TotalCount
1383905040 ,1852,167789
1389446737 ,1850,10603
1390752871 ,1849,22217
1395002228 ,1848,27182
1400931295 ,1845,191669
1407627919 ,1843,72546
1409323663 ,1842,6805
1410344198 ,1842,24684
1420172190 ,1838,26366
1428245454 ,1835,154609
1432040269 ,1833,1872
1439415763 ,1831,213
1442376572 ,1829,15785
1442769487 ,1829,3968
1443662814 ,1829,12476
1446885762 ,1828,2465
1447864836 ,1827,14945
1449545179 ,1827,11754
1466009443 ,1820,767115
1468492435 ,1819,7585
1473637028 ,1817,53986
1494518258 ,1809,53445
1499105642 ,1808,46404
1508094133 ,1806,16827
1513214906 ,1805,12977
1517119315 ,1804,12716
1531552668 ,1799,29669
1537722990 ,1796,7462
1544834904 ,1793,627
1548069955 ,1792,16067
1564194199 ,1786,1469
1564389721 ,1785,59736
1564967204 ,1785,10443
1565982361 ,1785,17765
1575783204 ,1781,4408
1598802739 ,1772,61685
1598812760 ,1772,239504
1605841508 ,1769,60
1606344284 ,1769,284711
1617895886 ,1764,1694
1620479270 ,1763,1366
1626305472 ,1761,38994
1636926403 ,1756,9285
1638963284 ,1755,12989
1640543952 ,1755,3639
1642448551 ,1754,10297
1648133851 ,1752,2765
1650177931 ,1751,52872
1650536515 ,1751,60278
1650585602 ,1751,18390
1652790840 ,1750,7149
1656048900 ,1749,27912
1665442230 ,1745,4370
1668150649 ,1744,43951
1674315427 ,1741,534430
1679637013 ,1739,34824
1680488258 ,1739,60996
1680695256 ,1739,5768
1692184268 ,1735,8642
1695321055 ,1733,2912
1697823336 ,1732,75589
1699495232 ,1732,48573
1705836090 ,1729,8961
1706150798 ,1729,7731
1729925778 ,1722,72711
1733026586 ,1721,8268
1855921670 ,1714,2189
1857320455 ,1714,66236
1859216455 ,1713,24756
1876171898 ,1709,40182
1877948160 ,1708,7773
1881519487 ,1707,14447
1887434546 ,1706,2440
1905903770 ,1700,139161
1908065586 ,1700,769
1909334089 ,1700,4416
1911751784 ,1699,11681
1919373924 ,1696,17286
1925743736 ,1694,25435
1926851863 ,1694,304
1938824527 ,1691,39477
1948035834 ,1687,63634
1949489786 ,1687,5512
1952510090 ,1686,200621
1952542010 ,1686,12029
1957156412 ,1684,16804
1957741021 ,1683,79822
1965425449 ,1680,8713
1967249774 ,1679,8497
2154632768 ,1671,175
2162552925 ,1664,4484
2169482500 ,1660,68890
2171619657 ,1658,94282
2191771077 ,1643,25037
2194368678 ,1651,162897
2194758303 ,1640,45753
2194953032 ,1651,3135
2196021830 ,1650,26519
2196868696 ,1639,97749
2197149780 ,1649,25904
2206071985 ,1644,3739
2210753587 ,1642,944
2210845220 ,1642,2441
2216662325 ,1625,28539
2217063241 ,1638,183715
2218351638 ,1638,94324
2220403094 ,1637,7108
2222497256 ,1635,42923
2222519540 ,1635,4344
2230622856 ,1630,540
2235407202 ,1627,857
2237915732 ,1626,95595
2244144583 ,1622,6216
2246427212 ,1620,42113
2246438870 ,1620,6745
2250377624 ,1618,18019
2258744876 ,1612,41454
2273723534 ,1601,3062
2277864330 ,1599,69159
2281589456 ,1596,4509
2312490275 ,1575,10698
2318991212 ,1574,47573
2319339266 ,1574,234122
2320925420 ,1573,41177
2323448533 ,1571,1304
2327418119 ,1567,5412
2330367498 ,1567,48483
2333912559 ,1564,11737
2339595207 ,1561,17479
2341589400 ,1560,29201
2345348521 ,1558,901
2346805082 ,1557,5832
2347313202 ,1557,121331
2349357410 ,1555,9241
2349612352 ,1555,31515
2350554128 ,1555,1938
2357433948 ,1550,9120
2357732439 ,1551,2393
2361503887 ,1548,132
2366303900 ,1544,210751
2367940466 ,1543,20313
2372361066 ,1541,16724
2372369766 ,1541,6984
2376423582 ,1538,12348
2394372163 ,1528,52788
2398880341 ,1525,15958
2411024755 ,1520,93204
2414158898 ,1518,5330
2415968864 ,1517,16306
2416575439 ,1517,5648
2417138388 ,1516,696
2424616483 ,1511,164493
2424813980 ,1511,28213
2425005213 ,1525,68
2432333268 ,1507,12927
2435242754 ,1505,4529
2439132788 ,1502,13171
2444632969 ,1499,15430
2448840110 ,1497,6280
2456208713 ,1511,8351
2456543079 ,1511,60941
2461734596 ,1490,13598
2463836539 ,1488,9778
2468829913 ,1485,27936
2486295756 ,1474,8821
2492659458 ,1471,43037
2494330814 ,1470,12212
2499062460 ,1468,11599
2499829758 ,1468,9314
2502895924 ,1491,218302
2504131998 ,1466,97
2514210956 ,1462,19343
2515352413 ,1462,43728
2517244699 ,1461,5571
2517885577 ,1461,96402
2519567960 ,1460,9810
2541122973 ,1473,67845
2545019935 ,1449,74998
2551189589 ,1467,4747
2557488391 ,1444,18029
2562045971 ,1460,77275
2564306545 ,1440,108234
2573675870 ,1435,12397
2573729642 ,1435,118258
2575286384 ,1435,3831
2598441895 ,1422,143699
2615155192 ,1437,172126
2618637975 ,1435,920
2632595707 ,1410,52773
2634320374 ,1430,47447
2634817070 ,1410,1810
2636169508 ,1429,75
2646923159 ,1426,30652
2649741961 ,1407,18702
2654764483 ,1406,20300
2657499877 ,1405,36450
2662023960 ,1403,1557
2688271878 ,1395,118823
2689915568 ,1394,8849
2726515189 ,1380,15458
2733811994 ,1377,17559
2734574376 ,1377,49889
2734752347 ,1386,1674
2738735059 ,1375,368
2747627977 ,1372,34284
2750309985 ,1369,1691
2750369134 ,1369,82991
2761345118 ,1368,1126
2762251732 ,1356,94754
2763527634 ,1368,288295
2766373065 ,1351,727
2776710122 ,1364,38
2781283915 ,1361,43170
