user_id,days,TotalCount
24882986,3354,94811
70499835,3187,86982
862091856125063168,378,54
2345348521,1558,901
793457453270700032,568,32871
15430313,3600,66782
927092933580374022,199,12050
27463702,3342,53465
211240572,2759,6704
714460837625237505,786,102489
2347313202,1557,121331
1606344284,1769,284711
796838577636306945,559,117169
801955218741043200,544,2687
422848459,2369,3003
719742042616827904,771,17997
129949447,2969,148736
557395428,2225,29148
80125289,3152,9860
716350174788853760,781,2475
766091830563835904,643,23040
2851367065,1320,29197
932076348738359296,185,1950
246851478,2666,3739
129764541,2970,502
15999667,3557,23058
706315757265641472,808,38567
2632595707,1410,52773
3237058188,1083,20204
2689915568,1394,8849
264861120,2629,86983
908372626023706624,251,5980
263164345,2632,14464
487269195,2295,42237
55126077,3240,2214
840931622690131969,437,9417
824344483575853056,483,56393
838261279,2070,8573
277049262,2606,15789
405329554,2391,8
24471437,3356,77072
50444781,3255,14071
454114632,2332,18398
37988203,3305,2318
4490696662,890,5560
30865805,3327,9232
62365000,3215,1370
845995872752099329,423,142805
246082925,2667,33710
4140818604,929,61690
824452920,2076,25069
883788338515374080,319,7192
897558408873865217,281,32428
256148755,2647,17404
363333018,2460,14207
3645478827,983,4673
73621473,3175,167
2222497256,1635,42923
1282083674,1890,1710
1099573304,1951,110266
72529640,3179,1822
923234484211847174,210,130
858843797215727618,387,12660
969057194225389568,83,0
28775927,3336,43259
363713851,2460,13062
397410494,2403,3251
105857751,3048,7984
799010005655633922,553,27048
127870924,2976,1327
2162552925,1664,4484
895034395135942656,288,67
360295192,2465,1995
138399998,2946,8812
63362801,3212,8699
2978317827,1225,58370
622030431,2154,1785
61539521,3219,7075
110857907,3031,4872
368048293,2452,6744
958474016519532545,113,2092
821437025106526208,491,26662
935899801715138560,175,29908
911617099860021248,242,118
1876171898,1709,40182
237042055,2688,34886
2858772767,1297,6416
612576449,2164,34750
727988348984254465,748,21432
840620034976174080,438,2169
1367754870,1859,21129
1184559348,1922,4258
399142235,2400,27048
851743650,2063,5381
1926851863,1694,304
106889639,3044,5922
797375975344472064,557,8701
720414809343176705,769,22645
365100852,2458,16548
171204578,2858,4393
960963933237661697,106,2143
513876919,2271,30633
902486645923917824,267,2418
558903596,2224,16185
932662676,2023,40651
73813227,3174,93329
33224637,3321,521
33018977,3322,37893
951093207634341888,133,13062
34383891,3318,77801
133677123,2959,25175
1160775618,1930,12436
1243776289,1905,23845
2349357410,1555,9241
1881519487,1707,14447
2486295756,1474,8821
826901856681029632,476,24403
1355871008,1863,5155
462910662,2322,27428
875083667349131265,343,30836
736744382288695296,724,1150
825730517492457472,479,13119
563907151,2218,10797
755823609730494464,672,2837
787961022480998400,583,49
2154632768,1671,175
771447431678615552,629,27283
834933930054795264,453,460
243209173,2674,4147
861594427806044160,380,19175
831929508974514176,462,6044
2463836539,1488,9778
2858774779,1314,39381
891405627079118848,298,346
23149578,3364,44365
433015972,2356,35676
25717423,3350,16640
966273935607201798,91,3039
299148768,2565,10034
913401711624163329,237,9135
21562957,3377,23228
823992170768121857,484,64126
773169389902270469,624,212671
22837895,3367,6521
949692063116906496,137,4101
944550038536990721,151,4437
1652790840,1750,7149
232863368,2699,51240
849420429517365249,413,5302
788537929593421824,581,33704
881139731505041408,326,71447
80656118,3150,5435
935610818871353344,176,433
825484762659815424,479,40388
4266990442,911,50325
212336449,2756,7434
877852563420401664,335,30231
713478051720343552,789,95217
790512346980503552,576,1027
231084608,2704,29569
533469077,2253,15330
21049677,3382,39950
714456009712996353,786,1835
814970187980144640,508,19772
1351283654,1865,48457
574490430,2206,681
69171795,3191,5194
2349612352,1555,31515
85118568,3132,1802
3234257906,1085,556
895546583672074240,286,6220
343546234,2492,148738
897528600827576320,281,4042
1376776482,1855,1891
768961123,2102,110
37373988,3307,1871
948581732680392704,140,19558
159089108,2890,5822
3048863065,1180,30566
893372400,2041,42331
22868486,3366,5156
730765307917144064,741,111
3289003559,1101,1352
723916608729575425,760,9918
64189266,3209,68269
540745898,2245,91091
916069507600351233,229,1926
863957132265345025,373,21219
175224146,2847,8576
330319375,2513,17289
829811701147066369,468,8122
3238104540,1082,3609
373613355,2442,27527
22048925,3373,5821
18172853,3445,16204
19198493,3411,29143
4137945013,930,8486
245025428,2670,73658
25149959,3353,90026
233889759,2696,2323
886537368290906117,311,39242
3054579742,1185,24271
734630712754745345,730,2393
287181735,2586,11249
16808883,3506,1829
326184124,2520,15043
23149578,3364,44365
391544447,2412,40187
411710558,2383,10902
21495530,3378,267902
934653627880431616,178,2039
2820334933,1342,4002
883429037582036992,320,70751
1287717751,1888,15079
892880061266673664,293,72980
260805395,2637,39061
953844741413789697,125,6184
754111415070318592,676,5229
2618637975,1435,920
18637081,3425,5451
39001347,3300,30180
17643749,3465,15954
888792941317279744,305,8056
627865229,2147,9785
816517448908308480,504,634
802295752957562880,543,32929
303565669,2557,2870
305135157,2555,52816
25066687,3353,38739
825101116715118592,481,12833
3054471976,1185,65794
1679637013,1739,34825
260979430,2636,25865
3289003559,1101,1352
755127249804722176,674,19086
393460878,2409,504
840620034976174080,438,2169
780191049637588992,604,47566
212416579,2755,48288
799274800573218816,552,66
25564023,3351,24999
22924747,3366,73986
167802279,2867,4170
857791807081631744,390,138169
854029894598221824,401,43640
777671811559329792,611,6777
15501305,3594,480479
86390172,3127,20096
2196021830,1650,26519
366209259,2456,4397
952758329301807104,128,1138
781649410044391425,600,12277
870791804257533952,354,7735
40127487,3295,27463
218519409,2739,7581
1033838696,1975,104152
3443128760,992,3457
270158646,2619,1791
30317139,3330,204
2394372163,1528,52789
700571440,1693,1121
442476408,2345,18096
2246427212,1620,42113
454114632,2332,18398
78088005,3159,19180
941310056464728064,160,16194
16682114,3512,67542
622268608,2154,13786
919614010739134464,220,4168
1428245454,1835,154609
596071565,2182,12119
1395002228,1848,27182
3155103992,1135,16343
17164500,3487,17589
926628610739388416,200,2387
3011891530,1206,9841
3949725369,953,32487
45233046,3272,85911
788111764508377089,583,93570
780537959338487812,603,150895
56076496,3237,6123
955102666119614464,122,3098
14437569,3687,51362
772591307445469185,625,27670
2865666652,1293,6578
123618703,2990,59405
874934484,2049,15921
898460438,2039,55015
903679205656977408,264,5839
822893729086406656,487,2050
820396806504857600,494,68638
2762251732,1356,94754
78980641,3156,1898
66468730,3201,13447
1881519487,1707,14448
56857442,3234,6134
771097528444092417,630,16152
345385271,2489,72819
506462325,2277,18769
29144658,3334,22647
2976992778,1227,489
853068107350286337,403,6241
822600050341806080,487,3752
49365169,3258,26012
746947886366195712,696,14441
2367940466,1543,20313
705110007931674625,812,20534
803686502014316544,540,1235
789613490403237888,578,109451
958793709524520967,112,3386
38561218,3302,6087
2320925420,1573,41177
509080701,2275,34772
3115291177,1151,18227
762728510267863040,653,232501
330357834,2513,31972
221958750,2729,11615
2897715785,1271,10309
1378625954,1854,102127
2258744876,1612,41454
839217063075930112,442,15638
3824077212,958,182435
918078247379898368,224,21246
3809371219,959,16192
268869271,2622,2565
829844849214025730,467,42707
1697823336,1732,75589
2504131998,1466,97
1068804102,1962,2061
28652349,3337,4441
1650585602,1751,18390
744194214,2114,9185
813885538566606852,511,4032
17643749,3465,15954
2515352413,1462,43728
869313408591699970,358,12486
921226351075508226,215,28547
2781283915,1361,43170
2273723534,1601,3062
357321906,2470,1526
164346642,2876,89606
111341458,3030,65754
739605407572840448,716,45203
925838280997863424,203,561
2468829913,1485,27936
3063339649,1175,21408
50047060,3256,33296
2975010277,1228,17826
225117039,2721,15204
330715293,2512,9660
1531552668,1799,29669
18439432,3432,7332
593513239,2185,169205
880516946931859456,328,99723
42531784,3284,1583
807685182664876032,529,16041
1078347888,1958,61871
821144100862836737,491,55085
31344369,3325,2217
532807282,2253,28374
9216842,3885,1245
65951307,3203,113023
16688389,3512,134574
1499105642,1808,46404
830562865060798464,465,35163
4092869366,934,26769
431845494,2358,236
766492578653110272,642,3736
933011859766046720,183,10888
959864904374280192,109,466
199825746,2785,21528
861371830766100481,380,73338
22873033,3366,101717
773169389902270469,624,212673
956437284,2011,3314
22866418,3366,10462
2649741961,1407,18702
388938945,2416,8865
2502895924,1491,218302
331828541,2511,35067
750359012500205568,687,634
246878743,2666,2374
20939549,3384,16189
1517119315,1804,12716
709588340840865793,799,44792
706379179034550272,808,45175
826822657425469440,476,11999
56903680,3234,45305
533169299,2253,2209
846415564302155778,422,12176
19542578,3404,4104
18334459,3438,15734
1648133851,1752,2765
453092010,2333,46417
1705836090,1729,8962
2197149780,1649,25904
764904569788768256,647,25365
29017307,3335,10789
3017400805,1196,29416
2372369766,1541,6984
796140613704052736,560,9250
857593596391936001,391,9123
264891358,2629,6643
755773710456487936,672,4618
976555530,2002,4677
735403034,2119,130500
895386128265732096,287,12163
3919639454,949,20357
818494245342420993,499,15044
23983824,3359,13878
910688113894346752,244,13650
878647674341339136,333,12944
60572033,3222,23115
1389446737,1850,10603
25016184,3353,7481
432225789,2357,10495
1957741021,1683,79822
908372626023706624,251,5982
39614241,3297,3977
1442376572,1829,15785
1210098278,1915,3121
2634817070,1410,1810
34828416,3316,1164
300445174,2563,4416
4561205427,884,7
27463702,3342,53466
72677520,3179,37801
767868239758041088,638,10561
794150480,2091,12812
19477874,3405,9872
740737945619947521,713,99867
1199259601,1918,17793
729071850173665281,745,44310
724693801080487936,758,7945
608701086,2168,11848
444662650,2343,2325
2853614568,1318,6027
2196868696,1639,97749
316578266,2536,481997
1300914098,1885,85152
31637700,3324,20059
796182711450804224,560,63268
711259440,2131,3075
877306594270224384,336,17515
832339220144484355,461,19664
2435242754,1505,4529
779690900272377856,606,3988
855173919770378241,398,213869
2517885577,1461,96402
890434363468521474,300,2775
172583086,2854,34022
1199052942,1918,54314
2194953032,1651,3135
890238573026398208,301,18983
739653945589702656,716,3250
154941779,2902,6116
358262744,2469,21788
734369986370768896,731,10605
45047640,3273,12329
969007959010365440,83,47
2357732439,1551,2393
73813227,3174,93329
23531311,3361,21209
2194368678,1651,162897
753934014,2109,562
867788599017820161,363,12300
805835736,2085,15706
83645988,3138,3940
261726010,2635,20066
767931530421280768,638,2254
1494518258,1809,53445
3234089496,1086,93664
74181810,3173,126158
2802078158,1351,2018
44205647,3277,20486
70499835,3187,86984
34383891,3318,77801
862360606095024128,378,6266
826130120339574785,478,138559
268380985,2623,2839
37636667,3306,46422
513420310,2272,3725
173050801,2853,10857
141627342,2937,5940
777472984160333828,612,29747
458849957,2326,36579
853752145094606848,401,362
804130909591109632,538,30363
18959644,3416,116514
3133488306,1146,293547
422877737,2369,457
748643507867250688,691,8490
4383764074,900,106
604883440,2172,3876
15038159,3637,3638
818204115595575296,500,7576
21616423,3376,33982
17202747,3485,2873
1642448551,1754,10297
366830788,2454,43655
130636969,2968,93904
1115440075,1946,14633
881563519921131520,325,4605
33787443,3319,2782
152509831,2908,8193
17741640,3462,652
919816316,2029,22954
253060699,2653,2502
3685845554,971,16749
245909504,2668,10505
831929508974514176,462,6045
900358049570926595,273,17597
911951864853274625,241,9212
902161639,2037,112
138198794,2946,13528
4883976963,836,37306
2417138388,1516,696
964928960206462976,95,702
325203860,2521,16863
64806914,3207,1380
19731260,3401,972
852313505604808704,405,14455
920749629204922374,217,12716
2689915568,1394,8849
47133990,3265,25898
2330367498,1567,48483
825499078796644354,479,947
2858773094,1314,7263
36147675,3312,6057
3411096124,1018,18179
255422572,2648,133
28721060,3336,36036
794870328,2090,1613
968325841615650816,85,498
833410072751468545,458,27166
826477801385635844,477,5802
472290457,2312,29650
915063600288555008,232,55840
3872646560,954,5165
2841323728,1309,6163
780537959338487812,603,150896
221943846,2729,31142
816724077390008320,504,990
2939884403,1246,9800
2258744876,1612,41454
370487237,2448,20473
960949893140484097,106,1207
2869843038,1309,25324
512465595,2273,22351
300642262,2562,34319
25067168,3353,285569
958347798830870528,113,168
28523005,3337,51452
36633057,3310,4732
4716882492,868,30771
834853378731683840,454,39339
1668150649,1744,43951
804907906868969472,536,4100
593513239,2185,169205
3531063072,984,39374
589390524,2190,14000
2562045971,1460,77275
251193442,2657,24526
1213660651,1915,57551
834490404380803077,455,42325
811881169016893441,517,150022
572257085,2208,69296
87849193,3120,30441
24529486,3356,6287
536734538,2249,21092
277255735,2605,7732
941008490516054019,161,16786
1695321055,1733,2912
875083667349131265,343,30837
823992170768121857,484,64126
881223859352895488,326,18971
899585774458478592,275,4739
589527729,2190,1438
946209823246438400,146,850
281314859,2597,105
925350267717144577,204,9384
39001347,3300,30181
13941892,3740,5257
348597625,2484,142857
31269363,3325,20581
1499105642,1808,46406
823742204887830528,484,16320
1650585602,1751,18391
4026756078,940,4736
785661963745439744,589,19899
488245997,2294,12579
1656048900,1749,27912
49321702,3258,51473
44036930,3277,46665
146422118,2924,11243
81724227,3145,22319
20818801,3385,274421
4890059153,835,74012
82194382,3144,24553
797990505762193408,555,16690
807685182664876032,529,16042
8725112,3911,75695
2634320374,1430,47447
2222497256,1635,42924
823007513570226176,486,99602
1409323663,1842,6805
55919704,3238,1332
1706150798,1729,7731
220874721,2732,14568
25080413,3353,4132
918633695791198208,222,293
3321386251,1007,466430
718843221187493888,774,73573
796838577636306945,559,117170
827746318206562308,473,11653
727472528,2122,99637
596722588,2182,1778
744970335854919681,702,44023
819603758283898883,496,179
742205994185302017,709,16768
842997128481800193,431,4657
4226995366,916,1707
2881626239,1283,7226
3694776794,970,19074
909786674451886080,247,412
795040584,2090,25692
1855921670,1714,2189
11447982,3804,97288
92811055,3100,63268
377071661,2436,23890
2662023960,1403,1557
896421242869252099,284,16768
49699229,3257,9042
507234347,2276,16659
764477233,2105,10017
875102174824542208,343,56249
2448840110,1497,6280
2762251732,1356,94754
3031557234,1189,8003
886537368290906117,311,39243
802058011,2087,49080
526379014,2259,9642
25077489,3353,31545
751459660159266816,684,45201
295693396,2571,137
4237498593,915,12228
846617590898331648,421,686
808014258,2084,71618
115542166,3015,77971
566896561,2214,2911
1617895886,1764,1694
783404028982099968,596,21378
31776520,3324,46534
3086975121,1169,25519
37194117,3308,3745
898914379,2038,14604
920145804127604736,218,12716
518896557,2267,98006
242921623,2675,104082
1640543952,1755,3639
24594927,3356,4254
1909334089,1700,4416
883287067,2045,6738
859140695663181828,387,3632
43027334,3282,22924
8526602,3919,7488
858069897712193536,390,4999
874901767997313024,343,19724
954668976,2012,6414
916819014927749120,227,16002
364528766,2458,438671
18813840,3421,43260
776560449932275713,614,58373
2794444376,1355,13167
2646923159,1426,30653
2761345118,1368,1126
23720794,3360,9692
361365042,2464,8086
4534106901,886,797
16131215,3548,74597
767003938717564928,641,39860
2333912559,1564,11737
3836592856,965,26797
849455796039634944,413,117664
1180076120,1924,33680
2802044608,1328,5182
930814866583162881,189,29593
788174490,2093,138844
714875052513165313,785,43140
22166017,3372,13211
827924828518699008,473,7443
870422532863787014,355,2832
47546320,3263,67379
139468645,2943,51513
521527264,2264,49378
832949477728190465,459,10543
20862590,3385,57446
22571886,3368,25438
2816433530,1343,11978
48166504,3261,449
147246461,2922,5033
859109850608947202,387,4506
884797607394107393,316,2040
49003168,3259,49036
876127954903875587,340,36785
358262744,2469,21788
142400695,2935,2241
711848363,1683,103334
525850419,2259,59762
3320170052,1008,51073
842009513448374273,434,38552
813360703,2082,12313
840931622690131969,437,9417
129764541,2970,502
34353217,3318,3494
879739719592103938,330,94375
20189222,3394,39115
554543406,2229,2388
847913375539572736,418,6655
299148768,2565,10034
803955921294688256,539,18339
2398880341,1525,15958
339352638,2498,137705
23114490,3365,23760
953463626165309440,126,3540
205877676,2771,98736
757229723512672256,668,23044
819345284383637504,496,94204
164758349,2875,92178
933011859766046720,183,10888
729212881410113536,745,1058
3344055509,1064,1857
40056818,3296,5491
856980343341166593,393,21542
890983027081392132,299,2753
3390023567,1034,10664
39421414,3298,2776
863403028937924608,375,36083
30893656,3327,33844
164732629,2875,8385
150690843,2913,4150
713912415469985792,787,1518
243836495,2673,7521
434542923,2354,582
453472446,2332,28305
2456208713,1511,8351
15224977,3619,4098
3231061699,1089,65877
3112073009,1155,1658
3901263387,958,857
850399842287407105,411,76503
53620593,3245,26587
741052907718610944,712,77508
36715813,3310,25718
60394265,3223,1316
22149904,3372,144769
243209173,2674,4147
414221776,2380,31635
806155909584056320,533,3892
508170925,2275,16327
16642762,3514,26110
913112529592885251,238,14369
898193230767865857,279,306
403511982,2394,5416
34423919,3317,3215
896024789776814081,285,104071
946542447890518016,145,5360
472290457,2312,29650
57249632,3233,150
199825746,2785,21529
108913230,3038,6388
1905903770,1700,139161
40127487,3295,27463
4718161107,869,13123
18825344,3420,55669
4670208428,876,129
1857320455,1714,66236
344764478,2490,8769
2318991212,1574,47573
718214940251840512,775,35546
784540562900877312,592,3607
2955429834,1237,66564
20731540,3386,13617
799638069926363136,551,12387
15501305,3594,480480
862135135524630528,378,13003
739653945589702656,716,3251
30349866,3329,89708
12004852,3787,64896
826263947451957248,477,134927
2991040588,1217,4606
45834623,3270,27276
877852563420401664,335,30231
897558408873865217,281,32429
2444632969,1499,15430
753417089877172225,678,1866
3305253308,1024,417
127720374,2976,9164
1407627919,1843,72546
716357128,1681,12752
20691578,3387,115304
906996125160407040,255,14650
565661380,2216,29354
1952510090,1686,200621
823992170768121857,484,64126
2439132788,1502,13171
115542166,3015,77971
21524871,3378,11137
368206573,2452,2954
21663432,3376,28800
254614486,2650,12675
15878631,3566,17918
1439415763,1831,213
960096610809208832,108,2631
308285751,2549,5572
951916976917622785,131,8184
254614486,2650,12675
54034749,3243,2609
830424165236822016,466,24270
146443604,2924,17223
1348456645,1866,21036
607974856,2169,5725
1859216455,1713,24756
82769612,3141,1562
4784160126,855,9746
1564389721,1785,59736
2411024755,1520,93204
4218089952,922,16829
581043583,2199,10931
2989644976,1218,11602
57854434,3231,2763
895618667257487361,286,4828
114770420,3018,122940
314216205,2539,11558
886193514081550337,312,5835
4158758146,925,150785
4924243822,826,792
3564664453,981,3766
716630421598040065,780,86989
200962617,2782,215
2747627977,1372,34284
566700073,2215,1703
727472528,2122,99637
3103159175,1158,215
2424813980,1511,28213
4498437736,889,12852
26477054,3346,3642
52459831,3249,6570
913578817,2031,13488
808157620393496578,527,24042
729468011652874240,744,1808
2376423582,1538,12348
875083667349131265,343,30838
2323448533,1571,1304
953386300522094598,127,10720
52973203,3247,8246
213901605,2751,51400
870639466007863300,355,31731
846030794460037120,423,7815
24776950,3355,24125
1680695256,1739,5768
428152773,2362,14958
257123996,2645,56285
13453872,3751,1415
24702792,3355,37264
4710075134,870,18531
833105332469641216,458,103083
262475606,2633,2560
2235407202,1627,857
3357485747,1055,65122
2069071,4078,1355
468477322,2316,18607
2425005213,1525,68
